Invoice,StockCode,Description,Quantity,InvoiceDate,Price,CustomerID,Country,TotalAmount
980096,STOCK_0089,Product D,1,2025-03-22 20:13:35.466853,82.43,CUST_00122,Spain,82.43
567927,STOCK_0015,Product J,4,2024-10-28 20:13:35.466853,73.65,CUST_00122,Spain,294.6
954741,STOCK_0047,Product G,4,2025-06-09 20:13:35.467943,58.56,CUST_00122,Spain,234.24
395920,STOCK_0064,Product C,8,2023-10-25 20:13:35.467943,40.55,CUST_00122,Spain,324.4
527244,STOCK_0005,Product J,5,2025-02-07 20:13:35.467943,46.93,CUST_00123,United Kingdom,234.65
892330,STOCK_0073,Product B,1,2025-02-02 20:13:35.467943,70.27,CUST_00123,United Kingdom,70.27
445783,STOCK_0054,Product J,9,2024-05-30 20:13:35.467943,4.15,CUST_00124,United Kingdom,37.35
972999,STOCK_0034,Product G,4,2024-04-10 20:13:35.467943,3.7,CUST_00124,United Kingdom,14.8
383028,STOCK_0001,Product A,9,2023-12-14 20:13:35.468945,58.19,CUST_00124,United Kingdom,523.71
608069,STOCK_0047,Product A,1,2023-09-16 20:13:35.468945,56.17,CUST_00125,United Kingdom,56.17
341084,STOCK_0078,Product F,3,2024-04-09 20:13:35.468945,22.9,CUST_00125,United Kingdom,68.69999999999999
C768629,STOCK_0054,Product A,5,2023-11-02 20:13:35.468945,21.22,CUST_00125,United Kingdom,106.1
248441,STOCK_0049,Product G,9,2024-01-26 20:13:35.469656,60.57,CUST_00125,United Kingdom,545.13
901151,STOCK_0004,Product A,9,2025-03-25 20:13:35.469656,71.76,CUST_00126,United Kingdom,645.84
642307,STOCK_0015,Product C,3,2024-02-09 20:13:35.469656,8.6,CUST_00126,United Kingdom,25.799999999999997
488422,STOCK_0032,Product J,8,2023-10-13 20:13:35.470159,32.65,CUST_00126,United Kingdom,261.2
693731,STOCK_0013,Product F,5,2025-03-07 20:13:35.470159,7.94,CUST_00127,Spain,39.7
824750,STOCK_0080,Product D,2,2025-02-12 20:13:35.470159,56.15,CUST_00127,Spain,112.3
341249,STOCK_0018,Product B,5,2024-05-17 20:13:35.470159,78.32,CUST_00128,Spain,391.59999999999997
460444,STOCK_0045,Product G,5,2025-02-28 20:13:35.471176,1.8,CUST_00128,Spain,9.0
674887,STOCK_0004,Product G,6,2024-04-11 20:13:35.471176,25.87,CUST_00128,Spain,155.22
440414,STOCK_0073,Product E,4,2023-12-19 20:13:35.471176,22.31,CUST_00128,Spain,89.24
928370,STOCK_0011,Product A,4,2025-05-04 20:13:35.471176,33.11,CUST_00128,Spain,132.44
839477,STOCK_0086,Product H,6,2024-06-28 20:13:35.471648,44.62,CUST_00128,Spain,267.71999999999997
518632,STOCK_0009,Product G,1,2024-03-21 20:13:35.471648,43.67,CUST_00128,Spain,43.67
397883,STOCK_0083,Product E,4,2023-09-04 20:13:35.471648,55.1,CUST_00128,Spain,220.4
237854,STOCK_0078,Product J,9,2024-01-10 20:13:35.471648,69.35,CUST_00129,United Kingdom,624.15
662634,STOCK_0078,Product C,4,2025-07-24 20:13:35.471648,34.23,CUST_00129,United Kingdom,136.92
228447,STOCK_0085,Product E,6,2024-03-13 20:13:35.471648,97.49,CUST_00129,United Kingdom,584.9399999999999
C101881,STOCK_0075,Product A,3,2025-06-25 20:13:35.471648,39.9,CUST_00130,United Kingdom,119.69999999999999
498138,STOCK_0006,Product I,4,2023-11-01 20:13:35.471648,97.41,CUST_00130,United Kingdom,389.64
579806,STOCK_0079,Product H,7,2024-11-08 20:13:35.471648,14.06,CUST_00130,United Kingdom,98.42
411385,STOCK_0017,Product A,8,2024-02-10 20:13:35.472945,26.68,CUST_00131,United Kingdom,213.44
215657,STOCK_0036,Product F,5,2023-08-29 20:13:35.472945,9.27,CUST_00131,United Kingdom,46.349999999999994
563685,STOCK_0064,Product E,7,2025-07-28 20:13:35.472945,16.24,CUST_00132,United Kingdom,113.67999999999999
C378572,STOCK_0002,Product F,2,2025-03-07 20:13:35.472945,6.61,CUST_00132,United Kingdom,13.22
821827,STOCK_0034,Product F,4,2024-05-04 20:13:35.472945,88.72,CUST_00132,United Kingdom,354.88
627409,STOCK_0070,Product D,9,2024-02-15 20:13:35.472945,14.97,CUST_00132,United Kingdom,134.73000000000002
C144331,STOCK_0020,Product G,5,2024-03-19 20:13:35.473961,9.12,CUST_00132,United Kingdom,45.599999999999994
964418,STOCK_0042,Product I,7,2024-01-07 20:13:35.473961,12.61,CUST_00132,United Kingdom,88.27
756521,STOCK_0085,Product C,5,2024-06-03 20:13:35.473961,77.03,CUST_00132,United Kingdom,385.15
507974,STOCK_0066,Product H,1,2025-04-10 20:13:35.473961,50.57,CUST_00132,United Kingdom,50.57
587387,STOCK_0012,Product A,1,2024-10-16 20:13:35.473961,49.73,CUST_00133,United Kingdom,49.73
734151,STOCK_0071,Product B,8,2025-02-18 20:13:35.473961,51.65,CUST_00133,United Kingdom,413.2
627297,STOCK_0075,Product C,3,2025-02-28 20:13:35.473961,67.97,CUST_00133,United Kingdom,203.91
951324,STOCK_0002,Product F,4,2023-11-01 20:13:35.473961,28.32,CUST_00133,United Kingdom,113.28
993481,STOCK_0042,Product H,1,2024-05-31 20:13:35.474957,62.91,CUST_00133,United Kingdom,62.91
785338,STOCK_0037,Product F,6,2024-10-19 20:13:35.474957,13.08,CUST_00133,United Kingdom,78.48
C218843,STOCK_0090,Product I,9,2024-01-08 20:13:35.474957,26.6,CUST_00134,United Kingdom,239.4
126270,STOCK_0065,Product C,4,2024-01-18 20:13:35.474957,18.29,CUST_00134,United Kingdom,73.16
247735,STOCK_0078,Product B,5,2024-01-27 20:13:35.474957,58.11,CUST_00134,United Kingdom,290.55
514027,STOCK_0078,Product E,2,2023-12-05 20:13:35.474957,13.62,CUST_00134,United Kingdom,27.24
231004,STOCK_0070,Product D,4,2025-03-21 20:13:35.474957,72.96,CUST_00134,United Kingdom,291.84
659070,STOCK_0016,Product E,4,2025-04-17 20:13:35.475959,33.26,CUST_00135,Netherlands,133.04
335295,STOCK_0070,Product A,7,2023-08-31 20:13:35.475959,56.1,CUST_00135,Netherlands,392.7
730532,STOCK_0044,Product A,9,2024-03-09 20:13:35.475959,46.61,CUST_00135,Netherlands,419.49
334318,STOCK_0027,Product D,7,2025-05-01 20:13:35.475959,73.16,CUST_00135,Netherlands,512.12
968277,STOCK_0097,Product E,3,2025-07-06 20:13:35.475959,36.3,CUST_00135,Netherlands,108.89999999999999
509925,STOCK_0087,Product H,4,2025-02-09 20:13:35.475959,57.01,CUST_00135,Netherlands,228.04
378104,STOCK_0025,Product F,2,2024-03-25 20:13:35.475959,61.11,CUST_00135,Netherlands,122.22
458105,STOCK_0075,Product G,6,2023-12-19 20:13:35.475959,44.97,CUST_00136,United Kingdom,269.82
443150,STOCK_0099,Product D,3,2024-03-08 20:13:35.476958,81.43,CUST_00136,United Kingdom,244.29000000000002
758354,STOCK_0081,Product B,4,2025-04-11 20:13:35.476958,68.54,CUST_00136,United Kingdom,274.16
205573,STOCK_0020,Product I,7,2025-01-18 20:13:35.476958,87.41,CUST_00137,United Kingdom,611.87
623116,STOCK_0043,Product I,6,2023-10-03 20:13:35.476958,31.45,CUST_00137,United Kingdom,188.7
254226,STOCK_0083,Product H,4,2025-07-06 20:13:35.476958,55.55,CUST_00137,United Kingdom,222.2
663634,STOCK_0023,Product I,4,2025-07-23 20:13:35.476958,65.54,CUST_00137,United Kingdom,262.16
592461,STOCK_0011,Product F,2,2024-07-03 20:13:35.476958,50.31,CUST_00138,France,100.62
446030,STOCK_0042,Product A,3,2024-08-14 20:13:35.477982,81.18,CUST_00138,France,243.54000000000002
392717,STOCK_0007,Product G,4,2024-08-07 20:13:35.477982,19.8,CUST_00138,France,79.2
252271,STOCK_0043,Product C,5,2023-11-05 20:13:35.477982,53.44,CUST_00138,France,267.2
745424,STOCK_0054,Product I,4,2025-04-22 20:13:35.477982,67.89,CUST_00139,United Kingdom,271.56
402619,STOCK_0011,Product F,9,2025-08-11 20:13:35.477982,25.84,CUST_00139,United Kingdom,232.56
398076,STOCK_0035,Product A,3,2024-09-18 20:13:35.477982,45.72,CUST_00140,Belgium,137.16
195790,STOCK_0079,Product H,9,2023-10-03 20:13:35.477982,42.07,CUST_00140,Belgium,378.63
810872,STOCK_0064,Product F,4,2025-02-18 20:13:35.479011,40.3,CUST_00140,Belgium,161.2
620841,STOCK_0007,Product F,1,2024-04-15 20:13:35.479011,95.5,CUST_00140,Belgium,95.5
892299,STOCK_0007,Product B,6,2024-06-03 20:13:35.479011,86.95,CUST_00140,Belgium,521.7
982876,STOCK_0090,Product D,1,2024-06-17 20:13:35.479484,5.15,CUST_00141,Belgium,5.15
826826,STOCK_0008,Product H,3,2024-10-31 20:13:35.479484,30.25,CUST_00141,Belgium,90.75
111618,STOCK_0032,Product I,2,2024-11-08 20:13:35.479484,18.04,CUST_00141,Belgium,36.08
396213,STOCK_0039,Product J,7,2024-03-07 20:13:35.479484,50.75,CUST_00142,United Kingdom,355.25
204700,STOCK_0066,Product D,2,2025-01-27 20:13:35.479484,31.39,CUST_00142,United Kingdom,62.78
369355,STOCK_0058,Product J,7,2024-12-04 20:13:35.479484,33.24,CUST_00142,United Kingdom,232.68
664984,STOCK_0019,Product E,2,2023-12-29 20:13:35.479484,58.48,CUST_00143,United Kingdom,116.96
211361,STOCK_0021,Product G,1,2024-12-15 20:13:35.479484,57.12,CUST_00144,United Kingdom,57.12
781707,STOCK_0044,Product F,2,2023-09-26 20:13:35.479484,60.35,CUST_00144,United Kingdom,120.7
825571,STOCK_0037,Product J,1,2024-06-22 20:13:35.480822,83.7,CUST_00144,United Kingdom,83.7
119627,STOCK_0068,Product A,2,2023-08-27 20:13:35.480822,80.18,CUST_00144,United Kingdom,160.36
C466330,STOCK_0006,Product J,9,2024-07-31 20:13:35.480822,45.09,CUST_00144,United Kingdom,405.81000000000006
993407,STOCK_0058,Product F,5,2024-11-26 20:13:35.480822,60.83,CUST_00145,United Kingdom,304.15
670706,STOCK_0074,Product G,7,2024-06-01 20:13:35.480822,44.74,CUST_00145,United Kingdom,313.18
197628,STOCK_0029,Product C,6,2024-09-04 20:13:35.480822,39.13,CUST_00145,United Kingdom,234.78000000000003
450083,STOCK_0067,Product H,8,2025-03-24 20:13:35.480822,84.08,CUST_00145,United Kingdom,672.64
545935,STOCK_0085,Product C,8,2023-09-27 20:13:35.480822,57.81,CUST_00145,United Kingdom,462.48
376452,STOCK_0015,Product G,6,2024-09-25 20:13:35.480822,82.41,CUST_00146,United Kingdom,494.46
999083,STOCK_0001,Product J,8,2024-06-16 20:13:35.480822,30.36,CUST_00146,United Kingdom,242.88
325413,STOCK_0081,Product J,9,2024-09-07 20:13:35.480822,17.44,CUST_00146,United Kingdom,156.96
548648,STOCK_0059,Product I,3,2023-10-30 20:13:35.480822,33.78,CUST_00147,Germany,101.34
822927,STOCK_0096,Product D,1,2024-12-29 20:13:35.482399,3.2,CUST_00147,Germany,3.2
446717,STOCK_0026,Product H,6,2024-09-29 20:13:35.482399,73.14,CUST_00147,Germany,438.84000000000003
184817,STOCK_0013,Product E,9,2024-06-15 20:13:35.482399,6.05,CUST_00147,Germany,54.449999999999996
916141,STOCK_0055,Product C,3,2025-04-26 20:13:35.482399,33.17,CUST_00148,United Kingdom,99.51
418903,STOCK_0045,Product H,9,2024-08-09 20:13:35.482399,63.44,CUST_00148,United Kingdom,570.96
314304,STOCK_0019,Product B,7,2024-04-03 20:13:35.482399,27.99,CUST_00148,United Kingdom,195.92999999999998
302210,STOCK_0052,Product A,5,2024-02-25 20:13:35.482399,69.51,CUST_00148,United Kingdom,347.55
800399,STOCK_0080,Product F,7,2025-03-03 20:13:35.483491,57.29,CUST_00148,United Kingdom,401.03
654629,STOCK_0086,Product E,8,2024-06-05 20:13:35.483491,13.63,CUST_00149,United Kingdom,109.04
103729,STOCK_0064,Product G,7,2023-10-25 20:13:35.483491,59.31,CUST_00149,United Kingdom,415.17
728177,STOCK_0097,Product E,9,2024-05-12 20:13:35.483491,20.68,CUST_00149,United Kingdom,186.12
312792,STOCK_0050,Product D,6,2025-04-05 20:13:35.483491,33.73,CUST_00150,United Kingdom,202.38
762132,STOCK_0090,Product H,1,2024-03-03 20:13:35.483491,14.19,CUST_00150,United Kingdom,14.19
C724773,STOCK_0017,Product I,2,2023-12-23 20:13:35.483491,29.53,CUST_00150,United Kingdom,59.06
576384,STOCK_0014,Product B,8,2025-06-04 20:13:35.484496,13.73,CUST_00151,Netherlands,109.84
936642,STOCK_0019,Product B,1,2023-10-24 20:13:35.484496,36.8,CUST_00151,Netherlands,36.8
971905,STOCK_0001,Product D,9,2023-09-16 20:13:35.484496,3.23,CUST_00151,Netherlands,29.07
900607,STOCK_0018,Product B,9,2024-06-05 20:13:35.484496,55.96,CUST_00152,United Kingdom,503.64
814483,STOCK_0039,Product J,9,2025-07-01 20:13:35.484496,22.19,CUST_00152,United Kingdom,199.71
683043,STOCK_0073,Product D,8,2024-08-02 20:13:35.484496,67.22,CUST_00152,United Kingdom,537.76
690611,STOCK_0016,Product C,9,2025-01-21 20:13:35.484496,88.73,CUST_00152,United Kingdom,798.57
580350,STOCK_0018,Product B,4,2025-05-31 20:13:35.485483,99.7,CUST_00152,United Kingdom,398.8
C733316,STOCK_0008,Product C,9,2023-12-10 20:13:35.485483,14.63,CUST_00152,United Kingdom,131.67000000000002
550043,STOCK_0042,Product D,8,2024-03-27 20:13:35.485483,42.21,CUST_00152,United Kingdom,337.68
142598,STOCK_0052,Product G,2,2025-06-06 20:13:35.485483,68.37,CUST_00152,United Kingdom,136.74
177506,STOCK_0002,Product I,7,2025-01-21 20:13:35.485483,63.57,CUST_00153,United Kingdom,444.99
474485,STOCK_0099,Product B,6,2023-09-20 20:13:35.485483,32.01,CUST_00153,United Kingdom,192.06
197206,STOCK_0062,Product H,9,2024-05-08 20:13:35.486244,37.65,CUST_00153,United Kingdom,338.84999999999997
655474,STOCK_0055,Product A,3,2024-02-18 20:13:35.486244,95.67,CUST_00153,United Kingdom,287.01
591087,STOCK_0089,Product F,8,2024-10-17 20:13:35.486244,81.43,CUST_00153,United Kingdom,651.44
328506,STOCK_0083,Product J,1,2024-04-05 20:13:35.486244,30.94,CUST_00153,United Kingdom,30.94
347941,STOCK_0034,Product D,9,2024-03-14 20:13:35.486244,91.27,CUST_00153,United Kingdom,821.43
799774,STOCK_0025,Product G,1,2024-11-06 20:13:35.486244,67.27,CUST_00153,United Kingdom,67.27
215375,STOCK_0098,Product C,6,2025-04-25 20:13:35.486903,1.51,CUST_00153,United Kingdom,9.06
566933,STOCK_0071,Product I,1,2025-06-20 20:13:35.486903,60.19,CUST_00154,United Kingdom,60.19
675194,STOCK_0035,Product C,6,2023-09-10 20:13:35.486903,31.41,CUST_00154,United Kingdom,188.46
362048,STOCK_0071,Product G,9,2024-05-11 20:13:35.486903,82.23,CUST_00154,United Kingdom,740.07
980354,STOCK_0063,Product D,5,2023-09-28 20:13:35.486903,51.6,CUST_00154,United Kingdom,258.0
271277,STOCK_0005,Product C,4,2024-06-12 20:13:35.486903,93.45,CUST_00154,United Kingdom,373.8
738453,STOCK_0061,Product A,8,2024-05-28 20:13:35.487756,14.79,CUST_00154,United Kingdom,118.32
803022,STOCK_0027,Product B,4,2024-01-14 20:13:35.487756,24.07,CUST_00155,Switzerland,96.28
691731,STOCK_0098,Product H,8,2024-08-22 20:13:35.487756,39.92,CUST_00155,Switzerland,319.36
913820,STOCK_0082,Product F,7,2025-05-12 20:13:35.488390,88.11,CUST_00156,United Kingdom,616.77
247032,STOCK_0014,Product H,6,2024-02-15 20:13:35.488390,47.93,CUST_00156,United Kingdom,287.58
259204,STOCK_0094,Product D,5,2024-01-28 20:13:35.488390,41.66,CUST_00156,United Kingdom,208.29999999999998
330881,STOCK_0043,Product A,7,2024-10-16 20:13:35.488390,75.46,CUST_00156,United Kingdom,528.2199999999999
298159,STOCK_0081,Product G,9,2024-07-24 20:13:35.488390,44.09,CUST_00156,United Kingdom,396.81000000000006
929690,STOCK_0086,Product F,6,2023-12-15 20:13:35.489682,82.4,CUST_00157,Germany,494.40000000000003
467747,STOCK_0018,Product G,1,2023-12-18 20:13:35.489682,23.95,CUST_00157,Germany,23.95
610269,STOCK_0082,Product A,9,2024-12-01 20:13:35.489682,75.19,CUST_00157,Germany,676.71
C999084,STOCK_0034,Product G,2,2024-05-11 20:13:35.489682,19.8,CUST_00157,Germany,39.6
550985,STOCK_0018,Product F,1,2024-06-04 20:13:35.490754,44.97,CUST_00157,Germany,44.97
737509,STOCK_0067,Product G,8,2023-09-10 20:13:35.490754,32.75,CUST_00158,France,262.0
414260,STOCK_0065,Product D,1,2024-05-05 20:13:35.490754,85.9,CUST_00158,France,85.9
C454835,STOCK_0078,Product I,3,2024-05-01 20:13:35.490754,13.07,CUST_00158,France,39.21
406606,STOCK_0038,Product H,1,2024-07-03 20:13:35.490754,95.19,CUST_00158,France,95.19
856265,STOCK_0062,Product F,4,2023-12-16 20:13:35.491801,80.98,CUST_00159,United Kingdom,323.92
913526,STOCK_0065,Product B,7,2023-12-17 20:13:35.491801,99.38,CUST_00159,United Kingdom,695.66
126081,STOCK_0056,Product F,3,2025-01-23 20:13:35.491801,63.86,CUST_00159,United Kingdom,191.57999999999998
895701,STOCK_0001,Product E,5,2025-02-20 20:13:35.492682,14.76,CUST_00160,France,73.8
292376,STOCK_0026,Product A,4,2023-10-08 20:13:35.492682,93.54,CUST_00160,France,374.16
532941,STOCK_0023,Product G,5,2023-09-19 20:13:35.492682,29.13,CUST_00160,France,145.65
871152,STOCK_0078,Product G,3,2024-05-23 20:13:35.492682,70.39,CUST_00160,France,211.17000000000002
149589,STOCK_0012,Product F,6,2024-04-20 20:13:35.492682,74.21,CUST_00160,France,445.26
456742,STOCK_0018,Product F,1,2025-01-19 20:13:35.493808,4.94,CUST_00161,United Kingdom,4.94
649567,STOCK_0027,Product J,1,2025-07-05 20:13:35.493808,5.27,CUST_00161,United Kingdom,5.27
365369,STOCK_0080,Product G,6,2023-12-18 20:13:35.493808,38.78,CUST_00162,Germany,232.68
545096,STOCK_0079,Product C,7,2024-02-18 20:13:35.493808,63.69,CUST_00162,Germany,445.83
513244,STOCK_0071,Product C,2,2023-10-25 20:13:35.494423,92.48,CUST_00162,Germany,184.96
765673,STOCK_0030,Product D,5,2025-01-04 20:13:35.494423,38.83,CUST_00163,Germany,194.14999999999998
250056,STOCK_0063,Product J,3,2023-11-30 20:13:35.494423,64.64,CUST_00163,Germany,193.92000000000002
974609,STOCK_0015,Product A,2,2025-07-17 20:13:35.494956,47.78,CUST_00163,Germany,95.56
539257,STOCK_0013,Product I,7,2025-01-31 20:13:35.494956,41.82,CUST_00163,Germany,292.74
210957,STOCK_0048,Product E,6,2025-05-09 20:13:35.495285,21.01,CUST_00164,United Kingdom,126.06
C913051,STOCK_0097,Product A,8,2025-04-20 20:13:35.495285,91.17,CUST_00164,United Kingdom,729.36
576874,STOCK_0017,Product E,2,2024-09-15 20:13:35.495285,96.62,CUST_00165,United Kingdom,193.24
739888,STOCK_0021,Product B,7,2024-09-11 20:13:35.495285,28.95,CUST_00165,United Kingdom,202.65
960894,STOCK_0045,Product B,1,2025-05-09 20:13:35.495285,37.84,CUST_00166,Spain,37.84
294824,STOCK_0082,Product D,8,2025-04-08 20:13:35.495285,60.15,CUST_00166,Spain,481.2
238925,STOCK_0019,Product J,4,2024-12-14 20:13:35.496370,49.25,CUST_00167,United Kingdom,197.0
494002,STOCK_0049,Product B,5,2025-05-18 20:13:35.496370,19.84,CUST_00167,United Kingdom,99.2
456918,STOCK_0033,Product A,8,2024-11-18 20:13:35.496370,34.84,CUST_00167,United Kingdom,278.72
889660,STOCK_0049,Product I,6,2025-04-11 20:13:35.497359,67.7,CUST_00168,United Kingdom,406.20000000000005
278986,STOCK_0092,Product F,4,2024-04-18 20:13:35.497359,19.46,CUST_00168,United Kingdom,77.84
823906,STOCK_0090,Product G,1,2023-10-22 20:13:35.497359,75.11,CUST_00168,United Kingdom,75.11
125739,STOCK_0068,Product J,2,2024-06-08 20:13:35.497359,43.28,CUST_00168,United Kingdom,86.56
827963,STOCK_0044,Product A,8,2023-08-19 20:13:35.497359,68.39,CUST_00168,United Kingdom,547.12
663329,STOCK_0073,Product G,7,2024-01-18 20:13:35.498353,39.38,CUST_00168,United Kingdom,275.66
394499,STOCK_0020,Product C,7,2023-12-31 20:13:35.498353,73.39,CUST_00168,United Kingdom,513.73
447186,STOCK_0022,Product B,4,2024-08-27 20:13:35.498353,81.76,CUST_00169,United Kingdom,327.04
253956,STOCK_0096,Product C,6,2025-06-08 20:13:35.498353,21.49,CUST_00169,United Kingdom,128.94
922564,STOCK_0059,Product E,3,2023-11-10 20:13:35.499358,17.38,CUST_00169,United Kingdom,52.14
C297780,STOCK_0015,Product C,6,2025-08-09 20:13:35.499358,21.96,CUST_00169,United Kingdom,131.76
910486,STOCK_0038,Product H,8,2024-11-24 20:13:35.499358,74.14,CUST_00169,United Kingdom,593.12
991659,STOCK_0017,Product A,3,2023-11-23 20:13:35.499358,30.97,CUST_00170,United Kingdom,92.91
495460,STOCK_0042,Product B,5,2024-03-20 20:13:35.500365,62.1,CUST_00170,United Kingdom,310.5
750506,STOCK_0002,Product A,2,2025-07-30 20:13:35.500365,19.19,CUST_00170,United Kingdom,38.38
209876,STOCK_0057,Product I,2,2024-05-28 20:13:35.500365,53.34,CUST_00170,United Kingdom,106.68
503708,STOCK_0085,Product D,8,2024-03-14 20:13:35.500365,77.67,CUST_00170,United Kingdom,621.36
113440,STOCK_0094,Product G,4,2024-10-16 20:13:35.501393,92.34,CUST_00171,Germany,369.36
794089,STOCK_0038,Product F,6,2024-07-04 20:13:35.501393,86.39,CUST_00171,Germany,518.34
764471,STOCK_0062,Product J,6,2024-08-08 20:13:35.501393,55.73,CUST_00171,Germany,334.38
532184,STOCK_0010,Product H,8,2024-02-02 20:13:35.501393,34.39,CUST_00171,Germany,275.12
734649,STOCK_0076,Product J,9,2024-08-31 20:13:35.501393,77.11,CUST_00172,United Kingdom,693.99
403446,STOCK_0075,Product G,2,2025-07-24 20:13:35.501393,40.83,CUST_00172,United Kingdom,81.66
451136,STOCK_0031,Product G,8,2024-04-28 20:13:35.501393,94.43,CUST_00172,United Kingdom,755.44
545625,STOCK_0072,Product E,7,2025-05-22 20:13:35.502352,76.89,CUST_00173,United Kingdom,538.23
597873,STOCK_0036,Product A,8,2025-01-12 20:13:35.502352,52.2,CUST_00173,United Kingdom,417.6
919745,STOCK_0058,Product G,6,2024-11-16 20:13:35.502685,17.81,CUST_00173,United Kingdom,106.85999999999999
823559,STOCK_0057,Product E,6,2024-03-06 20:13:35.502685,25.72,CUST_00173,United Kingdom,154.32
637857,STOCK_0076,Product B,2,2023-09-20 20:13:35.502685,38.32,CUST_00173,United Kingdom,76.64
815295,STOCK_0090,Product H,7,2024-11-09 20:13:35.502685,58.59,CUST_00174,United Kingdom,410.13
653375,STOCK_0053,Product B,8,2025-03-02 20:13:35.503173,90.97,CUST_00175,Germany,727.76
816825,STOCK_0015,Product D,5,2024-08-28 20:13:35.503173,37.93,CUST_00175,Germany,189.65
921882,STOCK_0023,Product E,1,2024-06-23 20:13:35.503173,98.48,CUST_00175,Germany,98.48
C241835,STOCK_0044,Product J,5,2024-07-05 20:13:35.503173,30.88,CUST_00176,United Kingdom,154.4
970220,STOCK_0028,Product H,3,2023-09-24 20:13:35.503984,14.24,CUST_00176,United Kingdom,42.72
636119,STOCK_0058,Product J,6,2023-12-12 20:13:35.503984,28.28,CUST_00176,United Kingdom,169.68
188741,STOCK_0072,Product E,3,2025-05-05 20:13:35.503984,21.28,CUST_00176,United Kingdom,63.84
C915907,STOCK_0012,Product F,4,2024-03-14 20:13:35.503984,91.93,CUST_00177,Germany,367.72
797652,STOCK_0087,Product B,4,2024-11-10 20:13:35.504458,63.26,CUST_00177,Germany,253.04
960931,STOCK_0043,Product C,9,2023-10-30 20:13:35.504458,33.3,CUST_00177,Germany,299.7
823807,STOCK_0042,Product D,5,2025-07-21 20:13:35.504458,29.64,CUST_00178,United Kingdom,148.2
353017,STOCK_0017,Product H,3,2023-08-19 20:13:35.504458,58.14,CUST_00178,United Kingdom,174.42000000000002
473704,STOCK_0062,Product F,7,2024-02-04 20:13:35.504458,42.51,CUST_00178,United Kingdom,297.57
448848,STOCK_0095,Product H,3,2024-08-01 20:13:35.504458,51.93,CUST_00179,Netherlands,155.79
623165,STOCK_0090,Product I,4,2024-08-03 20:13:35.504458,93.95,CUST_00179,Netherlands,375.8
491670,STOCK_0067,Product F,1,2024-06-24 20:13:35.504458,9.24,CUST_00179,Netherlands,9.24
689214,STOCK_0049,Product G,5,2023-11-21 20:13:35.504458,42.3,CUST_00179,Netherlands,211.5
519876,STOCK_0079,Product G,5,2025-05-26 20:13:35.505692,40.77,CUST_00180,United Kingdom,203.85000000000002
919564,STOCK_0019,Product B,4,2024-09-19 20:13:35.505692,30.49,CUST_00180,United Kingdom,121.96
628425,STOCK_0068,Product B,2,2025-04-23 20:13:35.505692,34.96,CUST_00181,United Kingdom,69.92
435834,STOCK_0077,Product G,5,2024-10-25 20:13:35.505692,45.57,CUST_00181,United Kingdom,227.85
579280,STOCK_0065,Product A,7,2024-07-22 20:13:35.505692,63.96,CUST_00182,United Kingdom,447.72
250823,STOCK_0069,Product J,9,2025-03-26 20:13:35.506777,19.69,CUST_00182,United Kingdom,177.21
710224,STOCK_0050,Product A,8,2024-04-21 20:13:35.506777,89.44,CUST_00183,Netherlands,715.52
441524,STOCK_0010,Product F,9,2024-08-05 20:13:35.506777,89.5,CUST_00183,Netherlands,805.5
441701,STOCK_0054,Product I,5,2024-04-19 20:13:35.506777,15.14,CUST_00184,Spain,75.7
841652,STOCK_0093,Product C,1,2025-06-22 20:13:35.506777,99.88,CUST_00184,Spain,99.88
114390,STOCK_0040,Product C,9,2025-01-03 20:13:35.506777,44.52,CUST_00184,Spain,400.68
473957,STOCK_0044,Product B,5,2024-06-08 20:13:35.506777,47.75,CUST_00184,Spain,238.75
327369,STOCK_0019,Product C,8,2024-09-30 20:13:35.506777,10.04,CUST_00185,United Kingdom,80.32
555229,STOCK_0020,Product I,1,2024-10-07 20:13:35.506777,3.38,CUST_00185,United Kingdom,3.38
676250,STOCK_0019,Product A,5,2023-12-15 20:13:35.508204,99.55,CUST_00185,United Kingdom,497.75
296292,STOCK_0039,Product D,8,2025-05-29 20:13:35.508204,17.75,CUST_00185,United Kingdom,142.0
318168,STOCK_0073,Product D,3,2024-11-06 20:13:35.508204,11.27,CUST_00186,Germany,33.81
250862,STOCK_0012,Product B,1,2023-08-26 20:13:35.508204,85.33,CUST_00186,Germany,85.33
805611,STOCK_0015,Product H,3,2024-11-26 20:13:35.508204,58.07,CUST_00187,Spain,174.21
762554,STOCK_0059,Product G,6,2024-08-04 20:13:35.508204,45.11,CUST_00188,United Kingdom,270.65999999999997
449345,STOCK_0039,Product A,2,2024-03-06 20:13:35.509145,86.93,CUST_00188,United Kingdom,173.86
659650,STOCK_0038,Product I,9,2024-07-12 20:13:35.509145,25.16,CUST_00188,United Kingdom,226.44
942955,STOCK_0005,Product D,7,2024-01-02 20:13:35.509145,96.7,CUST_00188,United Kingdom,676.9
327544,STOCK_0023,Product D,6,2025-03-12 20:13:35.509145,11.53,CUST_00189,United Kingdom,69.17999999999999
C892955,STOCK_0007,Product I,5,2025-08-17 20:13:35.509145,71.4,CUST_00189,United Kingdom,357.0
C738449,STOCK_0041,Product C,7,2024-10-04 20:13:35.509145,50.11,CUST_00190,United Kingdom,350.77
445165,STOCK_0045,Product J,3,2024-04-19 20:13:35.509145,21.89,CUST_00190,United Kingdom,65.67
