order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
ORDER_000861,2,PROD_6314,SELLER_508,2024-02-17 20:13:33.878596,299.75,10.45
ORDER_000861,3,PROD_2174,SELLER_210,2024-02-18 20:13:33.878596,371.7,38.05
ORDER_000862,1,PROD_9645,SELLER_772,2024-05-31 20:13:33.879831,378.14,47.4
ORDER_000862,2,PROD_4680,SELLER_824,2024-05-28 20:13:33.879831,279.95,9.98
ORDER_000863,1,PROD_4240,SELLER_741,2025-05-13 20:13:33.880550,196.39,5.16
ORDER_000863,2,PROD_6103,SELLER_638,2025-05-12 20:13:33.880550,73.47,42.93
ORDER_000864,1,PROD_6726,SELLER_272,2024-12-20 20:13:33.881114,112.93,40.28
ORDER_000865,1,PROD_8771,SELLER_903,2024-01-16 20:13:33.881690,499.96,24.59
ORDER_000866,1,PROD_8483,SELLER_284,2024-04-10 20:13:33.882053,316.16,27.43
ORDER_000866,2,PROD_8006,SELLER_831,2024-04-08 20:13:33.882053,248.59,13.75
ORDER_000867,1,PROD_2982,SELLER_544,2024-06-17 20:13:33.882619,220.31,45.38
ORDER_000867,2,PROD_9756,SELLER_380,2024-06-19 20:13:33.882619,292.88,32.11
ORDER_000867,3,PROD_1849,SELLER_337,2024-06-25 20:13:33.882619,126.15,39.84
ORDER_000868,1,PROD_8953,SELLER_508,2024-03-24 20:13:33.883192,63.72,27.05
ORDER_000869,1,PROD_9058,SELLER_492,2025-06-01 20:13:33.883782,37.14,32.74
ORDER_000869,2,PROD_7950,SELLER_814,2025-06-03 20:13:33.883782,411.48,46.0
ORDER_000870,1,PROD_5944,SELLER_901,2024-07-07 20:13:33.884976,311.17,29.73
ORDER_000870,2,PROD_4887,SELLER_635,2024-07-01 20:13:33.884976,152.58,31.4
ORDER_000870,3,PROD_7420,SELLER_542,2024-07-02 20:13:33.884976,278.83,5.54
ORDER_000871,1,PROD_6802,SELLER_990,2024-07-04 20:13:33.884976,475.45,9.91
ORDER_000871,2,PROD_4355,SELLER_401,2024-06-30 20:13:33.884976,124.03,6.57
ORDER_000871,3,PROD_2231,SELLER_773,2024-06-29 20:13:33.884976,19.66,39.1
ORDER_000872,1,PROD_8399,SELLER_381,2024-07-07 20:13:33.885993,380.18,30.86
ORDER_000872,2,PROD_9817,SELLER_178,2024-07-10 20:13:33.885993,462.12,21.93
ORDER_000872,3,PROD_3781,SELLER_967,2024-07-13 20:13:33.885993,29.11,38.78
ORDER_000873,1,PROD_7799,SELLER_455,2024-03-18 20:13:33.886856,118.52,8.88
ORDER_000873,2,PROD_7104,SELLER_799,2024-03-13 20:13:33.886856,481.74,11.89
ORDER_000873,3,PROD_4381,SELLER_116,2024-03-17 20:13:33.886856,67.35,5.72
ORDER_000874,1,PROD_6049,SELLER_178,2024-09-13 20:13:33.887911,279.88,16.27
ORDER_000874,2,PROD_2224,SELLER_230,2024-09-16 20:13:33.887911,449.88,49.09
ORDER_000875,1,PROD_6768,SELLER_426,2024-10-26 20:13:33.889264,202.71,37.47
ORDER_000875,2,PROD_1257,SELLER_284,2024-10-22 20:13:33.889264,135.49,44.56
ORDER_000875,3,PROD_7658,SELLER_542,2024-10-20 20:13:33.889264,407.4,12.07
ORDER_000876,1,PROD_2054,SELLER_801,2024-08-19 20:13:33.890907,288.68,25.32
ORDER_000876,2,PROD_7037,SELLER_190,2024-08-20 20:13:33.890907,480.61,12.85
ORDER_000877,1,PROD_4866,SELLER_845,2024-10-24 20:13:33.891928,358.4,22.19
ORDER_000878,1,PROD_2353,SELLER_932,2024-04-24 20:13:33.894341,155.88,30.23
ORDER_000878,2,PROD_5314,SELLER_820,2024-04-26 20:13:33.894341,403.25,30.45
ORDER_000878,3,PROD_7125,SELLER_624,2024-04-27 20:13:33.894341,378.61,8.04
ORDER_000879,1,PROD_6600,SELLER_485,2023-11-22 20:13:33.894866,83.41,24.99
ORDER_000879,2,PROD_2505,SELLER_822,2023-11-25 20:13:33.894866,133.62,23.03
ORDER_000880,1,PROD_4185,SELLER_266,2024-05-22 20:13:33.896477,99.33,48.82
ORDER_000881,1,PROD_8311,SELLER_535,2023-12-17 20:13:33.896477,416.84,19.61
ORDER_000881,2,PROD_8568,SELLER_970,2023-12-10 20:13:33.896477,318.05,44.84
ORDER_000882,1,PROD_9294,SELLER_822,2023-11-30 20:13:33.896477,260.8,47.02
ORDER_000882,2,PROD_6684,SELLER_699,2023-11-24 20:13:33.896477,248.24,38.24
ORDER_000882,3,PROD_8752,SELLER_973,2023-11-24 20:13:33.896477,70.98,28.86
ORDER_000883,1,PROD_7018,SELLER_361,2024-12-15 20:13:33.897693,130.67,46.99
ORDER_000884,1,PROD_8084,SELLER_674,2024-08-12 20:13:33.898692,152.43,23.62
ORDER_000885,1,PROD_2105,SELLER_716,2025-03-23 20:13:33.898692,76.07,16.53
ORDER_000885,2,PROD_1027,SELLER_115,2025-03-23 20:13:33.898692,287.34,36.69
ORDER_000886,1,PROD_5973,SELLER_344,2024-09-26 20:13:33.899697,22.0,47.11
ORDER_000886,2,PROD_8067,SELLER_220,2024-09-22 20:13:33.899697,66.74,20.06
ORDER_000887,1,PROD_8086,SELLER_485,2023-08-29 20:13:33.899697,39.18,30.0
ORDER_000887,2,PROD_5310,SELLER_479,2023-08-29 20:13:33.899697,118.53,24.94
ORDER_000888,1,PROD_3853,SELLER_392,2024-03-15 20:13:33.900694,419.14,12.99
ORDER_000888,2,PROD_9607,SELLER_482,2024-03-14 20:13:33.900694,478.74,38.53
ORDER_000889,1,PROD_7569,SELLER_525,2023-09-22 20:13:33.900694,260.98,42.02
ORDER_000890,1,PROD_3765,SELLER_200,2024-03-26 20:13:33.900694,10.16,26.25
ORDER_000891,1,PROD_9566,SELLER_800,2025-02-14 20:13:33.901701,429.91,32.37
ORDER_000891,2,PROD_2128,SELLER_436,2025-02-14 20:13:33.901701,212.04,15.61
ORDER_000892,1,PROD_6508,SELLER_507,2024-10-16 20:13:33.901701,375.42,16.41
ORDER_000892,2,PROD_5385,SELLER_307,2024-10-14 20:13:33.901701,112.99,43.94
ORDER_000893,1,PROD_5966,SELLER_235,2024-01-17 20:13:33.901701,27.38,43.84
ORDER_000894,1,PROD_3560,SELLER_459,2023-09-20 20:13:33.902699,267.56,33.11
ORDER_000894,2,PROD_5489,SELLER_149,2023-09-20 20:13:33.902699,383.29,20.93
ORDER_000895,1,PROD_6835,SELLER_597,2024-02-14 20:13:33.903315,309.51,19.61
ORDER_000895,2,PROD_9567,SELLER_905,2024-02-21 20:13:33.903315,439.21,12.92
ORDER_000895,3,PROD_2545,SELLER_286,2024-02-17 20:13:33.903315,452.64,21.32
ORDER_000896,1,PROD_4625,SELLER_146,2025-07-24 20:13:33.904328,326.29,47.58
ORDER_000897,1,PROD_8453,SELLER_523,2024-03-20 20:13:33.904666,241.25,43.37
ORDER_000897,2,PROD_8197,SELLER_971,2024-03-16 20:13:33.904666,92.52,34.87
ORDER_000897,3,PROD_9503,SELLER_647,2024-03-22 20:13:33.904666,205.0,15.35
ORDER_000898,1,PROD_8280,SELLER_834,2025-01-24 20:13:33.905207,165.13,48.34
ORDER_000899,1,PROD_4340,SELLER_768,2025-01-04 20:13:33.905207,329.44,18.08
ORDER_000899,2,PROD_1620,SELLER_500,2025-01-02 20:13:33.905207,472.91,10.06
ORDER_000899,3,PROD_2689,SELLER_675,2025-01-06 20:13:33.905207,482.64,26.54
ORDER_000900,1,PROD_3542,SELLER_654,2023-11-27 20:13:33.906399,101.29,46.71
ORDER_000900,2,PROD_7711,SELLER_316,2023-11-28 20:13:33.906399,42.92,16.37
ORDER_000901,1,PROD_9921,SELLER_483,2024-02-14 20:13:33.906399,122.37,23.83
ORDER_000901,2,PROD_4291,SELLER_105,2024-02-16 20:13:33.906399,140.92,14.79
ORDER_000901,3,PROD_9203,SELLER_697,2024-02-12 20:13:33.906399,493.56,16.23
ORDER_000902,1,PROD_2287,SELLER_402,2023-10-05 20:13:33.906960,345.04,19.05
ORDER_000903,1,PROD_1767,SELLER_490,2024-04-27 20:13:33.906960,82.86,20.69
ORDER_000904,1,PROD_6575,SELLER_334,2025-04-05 20:13:33.908042,151.83,36.02
ORDER_000905,1,PROD_9823,SELLER_937,2024-04-14 20:13:33.908042,476.37,36.44
ORDER_000905,2,PROD_8884,SELLER_500,2024-04-15 20:13:33.908042,97.97,24.47
ORDER_000906,1,PROD_5403,SELLER_351,2025-08-19 20:13:33.909070,147.33,37.15
ORDER_000907,1,PROD_9551,SELLER_697,2025-03-23 20:13:33.909070,158.36,14.02
ORDER_000907,2,PROD_3812,SELLER_144,2025-03-23 20:13:33.909070,201.16,35.27
ORDER_000907,3,PROD_8875,SELLER_345,2025-03-24 20:13:33.909070,57.48,15.62
ORDER_000908,1,PROD_3873,SELLER_697,2025-07-09 20:13:33.910063,332.63,32.15
ORDER_000908,2,PROD_7777,SELLER_233,2025-07-08 20:13:33.910063,286.65,7.87
ORDER_000908,3,PROD_4173,SELLER_549,2025-07-14 20:13:33.910063,466.79,17.22
ORDER_000909,1,PROD_1869,SELLER_869,2025-02-04 20:13:33.910063,360.53,36.31
ORDER_000909,2,PROD_2955,SELLER_686,2025-02-05 20:13:33.910063,403.82,49.07
ORDER_000909,3,PROD_9100,SELLER_963,2025-01-28 20:13:33.910063,166.98,13.81
ORDER_000910,1,PROD_1166,SELLER_762,2025-07-25 20:13:33.911758,353.74,22.46
ORDER_000910,2,PROD_3774,SELLER_925,2025-07-21 20:13:33.911758,442.48,15.02
ORDER_000910,3,PROD_9018,SELLER_468,2025-07-21 20:13:33.911758,318.06,46.15
ORDER_000911,1,PROD_4719,SELLER_805,2025-04-26 20:13:33.911758,104.08,17.94
ORDER_000911,2,PROD_1109,SELLER_248,2025-04-25 20:13:33.911758,106.81,5.29
ORDER_000912,1,PROD_8732,SELLER_739,2023-10-22 20:13:33.912768,304.57,18.6
ORDER_000913,1,PROD_4529,SELLER_994,2023-08-31 20:13:33.913292,186.39,5.72
ORDER_000914,1,PROD_5350,SELLER_457,2023-11-22 20:13:33.913292,458.86,23.31
ORDER_000914,2,PROD_1990,SELLER_949,2023-11-17 20:13:33.913292,137.64,43.59
ORDER_000915,1,PROD_8972,SELLER_513,2025-07-15 20:13:33.913292,473.11,14.27
ORDER_000915,2,PROD_9126,SELLER_309,2025-07-23 20:13:33.913292,246.03,28.82
ORDER_000915,3,PROD_8657,SELLER_279,2025-07-16 20:13:33.913292,267.98,28.23
ORDER_000916,1,PROD_8860,SELLER_873,2024-03-13 20:13:33.914524,133.17,18.92
ORDER_000916,2,PROD_6363,SELLER_961,2024-03-17 20:13:33.914524,212.4,26.71
ORDER_000916,3,PROD_6293,SELLER_633,2024-03-16 20:13:33.914524,211.19,22.37
ORDER_000917,1,PROD_4352,SELLER_387,2025-06-21 20:13:33.914524,140.38,31.57
ORDER_000918,1,PROD_3912,SELLER_830,2025-03-12 20:13:33.914524,265.48,35.75
ORDER_000918,2,PROD_4185,SELLER_876,2025-03-19 20:13:33.914524,209.25,40.24
ORDER_000919,1,PROD_1201,SELLER_701,2024-04-21 20:13:33.915847,202.48,22.77
ORDER_000919,2,PROD_9379,SELLER_873,2024-04-16 20:13:33.915847,55.66,47.2
ORDER_000920,1,PROD_9078,SELLER_398,2023-11-06 20:13:33.916382,20.6,40.32
ORDER_000920,2,PROD_4613,SELLER_422,2023-11-08 20:13:33.916382,325.38,17.19
ORDER_000921,1,PROD_6831,SELLER_943,2024-01-27 20:13:33.917539,120.0,8.08
ORDER_000921,2,PROD_8366,SELLER_705,2024-01-26 20:13:33.917539,377.17,23.01
ORDER_000922,1,PROD_8557,SELLER_317,2025-05-25 20:13:33.918776,170.9,24.1
ORDER_000922,2,PROD_2545,SELLER_125,2025-05-24 20:13:33.918776,29.27,24.43
ORDER_000922,3,PROD_5374,SELLER_440,2025-05-30 20:13:33.918776,260.08,49.41
ORDER_000923,1,PROD_9847,SELLER_885,2023-12-26 20:13:33.920027,70.08,18.33
ORDER_000923,2,PROD_6123,SELLER_951,2023-12-24 20:13:33.920027,235.74,7.83
ORDER_000923,3,PROD_1166,SELLER_399,2023-12-21 20:13:33.920027,181.87,14.67
ORDER_000924,1,PROD_6077,SELLER_292,2025-04-29 20:13:33.920348,245.58,46.61
ORDER_000924,2,PROD_2803,SELLER_670,2025-04-28 20:13:33.920348,167.09,17.36
ORDER_000925,1,PROD_6789,SELLER_399,2024-08-11 20:13:33.920913,419.43,31.01
ORDER_000925,2,PROD_8147,SELLER_441,2024-08-11 20:13:33.920913,241.38,22.71
ORDER_000925,3,PROD_9989,SELLER_631,2024-08-13 20:13:33.920913,381.69,29.58
ORDER_000926,1,PROD_5228,SELLER_818,2023-12-31 20:13:33.921494,86.21,48.37
ORDER_000927,1,PROD_4726,SELLER_777,2023-12-10 20:13:33.922056,10.12,39.34
ORDER_000927,2,PROD_5610,SELLER_753,2023-12-11 20:13:33.922056,371.61,46.4
ORDER_000928,1,PROD_6717,SELLER_275,2025-07-15 20:13:33.923164,33.59,27.72
ORDER_000929,1,PROD_3014,SELLER_948,2025-04-07 20:13:33.923587,89.83,17.19
ORDER_000929,2,PROD_9346,SELLER_268,2025-04-05 20:13:33.923587,476.39,49.21
ORDER_000929,3,PROD_2532,SELLER_540,2025-04-07 20:13:33.923587,197.4,49.44
ORDER_000930,1,PROD_3598,SELLER_944,2025-04-25 20:13:33.923902,115.41,29.83
ORDER_000930,2,PROD_2835,SELLER_903,2025-04-21 20:13:33.923902,239.47,23.62
ORDER_000930,3,PROD_9345,SELLER_791,2025-04-27 20:13:33.923902,183.18,14.62
ORDER_000931,1,PROD_9272,SELLER_649,2025-07-22 20:13:33.924356,291.23,27.13
ORDER_000931,2,PROD_8433,SELLER_326,2025-07-22 20:13:33.924356,143.08,11.55
ORDER_000931,3,PROD_1003,SELLER_538,2025-07-24 20:13:33.924356,396.55,11.42
ORDER_000932,1,PROD_3910,SELLER_946,2025-01-04 20:13:33.924356,169.58,6.37
ORDER_000933,1,PROD_7370,SELLER_162,2025-01-14 20:13:33.925012,12.91,14.7
ORDER_000933,2,PROD_7711,SELLER_782,2025-01-19 20:13:33.925012,419.36,32.87
ORDER_000934,1,PROD_9785,SELLER_113,2025-07-16 20:13:33.925012,343.3,32.96
ORDER_000934,2,PROD_1022,SELLER_713,2025-07-17 20:13:33.925012,261.23,41.59
ORDER_000934,3,PROD_7467,SELLER_270,2025-07-19 20:13:33.925012,378.81,12.7
ORDER_000935,1,PROD_8504,SELLER_837,2024-01-15 20:13:33.925596,367.38,21.62
ORDER_000935,2,PROD_6639,SELLER_958,2024-01-19 20:13:33.925596,393.21,12.89
ORDER_000935,3,PROD_8381,SELLER_675,2024-01-14 20:13:33.925596,344.77,26.67
ORDER_000936,1,PROD_4297,SELLER_459,2025-05-12 20:13:33.926179,364.27,21.82
ORDER_000936,2,PROD_8698,SELLER_295,2025-05-16 20:13:33.926179,168.71,46.71
ORDER_000936,3,PROD_2685,SELLER_135,2025-05-12 20:13:33.926179,155.86,24.86
ORDER_000937,1,PROD_4464,SELLER_863,2023-10-29 20:13:33.926179,401.76,27.75
ORDER_000937,2,PROD_6877,SELLER_154,2023-10-26 20:13:33.926179,451.31,19.41
ORDER_000938,1,PROD_2036,SELLER_748,2023-12-13 20:13:33.926769,224.51,5.14
ORDER_000939,1,PROD_2767,SELLER_712,2023-10-05 20:13:33.926769,249.78,11.92
ORDER_000939,2,PROD_8077,SELLER_331,2023-10-11 20:13:33.926769,264.44,27.76
ORDER_000939,3,PROD_9657,SELLER_176,2023-10-05 20:13:33.926769,225.19,20.93
ORDER_000940,1,PROD_2274,SELLER_737,2024-04-18 20:13:33.927327,358.11,9.11
ORDER_000940,2,PROD_2656,SELLER_718,2024-04-18 20:13:33.927327,212.23,48.37
ORDER_000940,3,PROD_2169,SELLER_351,2024-04-21 20:13:33.927327,354.76,13.04
ORDER_000941,1,PROD_9265,SELLER_925,2024-02-29 20:13:33.927327,30.87,48.62
ORDER_000941,2,PROD_6032,SELLER_217,2024-02-24 20:13:33.927327,150.76,8.45
ORDER_000941,3,PROD_4464,SELLER_543,2024-02-23 20:13:33.927327,352.98,42.26
ORDER_000942,1,PROD_1648,SELLER_716,2024-12-03 20:13:33.927786,453.87,21.78
ORDER_000943,1,PROD_9071,SELLER_127,2024-06-29 20:13:33.928377,260.39,8.56
ORDER_000943,2,PROD_5669,SELLER_974,2024-07-01 20:13:33.928377,279.5,31.61
ORDER_000944,1,PROD_4140,SELLER_557,2023-11-20 20:13:33.928942,161.85,38.34
ORDER_000944,2,PROD_9400,SELLER_257,2023-11-14 20:13:33.928942,405.13,34.81
ORDER_000944,3,PROD_4376,SELLER_444,2023-11-15 20:13:33.928942,152.28,25.44
ORDER_000945,1,PROD_1357,SELLER_675,2023-08-22 20:13:33.929278,149.47,25.07
ORDER_000945,2,PROD_4129,SELLER_254,2023-08-27 20:13:33.929278,195.59,33.5
ORDER_000945,3,PROD_3415,SELLER_719,2023-08-22 20:13:33.929278,283.08,8.16
ORDER_000946,1,PROD_4970,SELLER_723,2024-01-31 20:13:33.929885,374.45,31.59
ORDER_000946,2,PROD_9644,SELLER_146,2024-02-01 20:13:33.929885,486.63,30.21
ORDER_000946,3,PROD_8150,SELLER_453,2024-01-27 20:13:33.929885,355.02,34.78
ORDER_000947,1,PROD_5272,SELLER_505,2023-12-31 20:13:33.930473,148.83,49.02
ORDER_000947,2,PROD_7844,SELLER_943,2024-01-01 20:13:33.930473,49.23,41.93
ORDER_000947,3,PROD_5057,SELLER_174,2023-12-30 20:13:33.930473,29.21,28.18
ORDER_000948,1,PROD_4408,SELLER_237,2023-11-19 20:13:33.931055,89.8,38.04
ORDER_000948,2,PROD_6690,SELLER_215,2023-11-25 20:13:33.931055,347.23,49.06
ORDER_000948,3,PROD_3389,SELLER_709,2023-11-25 20:13:33.931055,177.59,12.4
ORDER_000949,1,PROD_1960,SELLER_982,2023-11-22 20:13:33.931611,474.5,11.06
ORDER_000949,2,PROD_3644,SELLER_794,2023-11-22 20:13:33.931611,470.32,8.55
ORDER_000950,1,PROD_1029,SELLER_487,2024-01-06 20:13:33.931936,314.15,8.57
ORDER_000950,2,PROD_4819,SELLER_671,2024-01-07 20:13:33.931936,334.29,42.23
ORDER_000950,3,PROD_2970,SELLER_614,2024-01-05 20:13:33.931936,126.11,38.47
ORDER_000951,1,PROD_9827,SELLER_285,2025-01-13 20:13:33.932666,432.09,13.85
ORDER_000951,2,PROD_2297,SELLER_509,2025-01-17 20:13:33.932666,316.26,41.49
ORDER_000951,3,PROD_7854,SELLER_902,2025-01-15 20:13:33.932666,112.51,32.86
ORDER_000952,1,PROD_8167,SELLER_922,2025-04-28 20:13:33.933431,174.79,14.57
ORDER_000952,2,PROD_6515,SELLER_983,2025-04-30 20:13:33.933431,445.65,25.22
ORDER_000953,1,PROD_2795,SELLER_659,2025-07-24 20:13:33.933431,218.49,9.35
ORDER_000953,2,PROD_1469,SELLER_569,2025-07-19 20:13:33.933431,376.29,44.16
ORDER_000953,3,PROD_5789,SELLER_964,2025-07-26 20:13:33.933431,239.76,5.98
ORDER_000954,1,PROD_7417,SELLER_638,2024-02-21 20:13:33.934697,246.92,42.47
ORDER_000954,2,PROD_2017,SELLER_168,2024-02-20 20:13:33.934697,488.89,31.45
ORDER_000954,3,PROD_7098,SELLER_720,2024-02-14 20:13:33.934697,115.48,37.34
ORDER_000955,1,PROD_3364,SELLER_836,2024-04-01 20:13:33.934697,109.86,6.4
ORDER_000956,1,PROD_9501,SELLER_848,2024-12-29 20:13:33.935348,15.18,31.0
ORDER_000956,2,PROD_5920,SELLER_838,2024-12-31 20:13:33.935348,281.64,32.69
ORDER_000957,1,PROD_4005,SELLER_439,2025-04-16 20:13:33.935348,324.98,9.64
ORDER_000958,1,PROD_4111,SELLER_789,2024-03-05 20:13:33.935925,270.59,41.05
ORDER_000958,2,PROD_8824,SELLER_731,2024-02-29 20:13:33.935925,254.96,33.41
ORDER_000958,3,PROD_5530,SELLER_311,2024-02-27 20:13:33.935925,379.0,37.69
ORDER_000959,1,PROD_4351,SELLER_457,2024-09-14 20:13:33.937140,93.21,41.02
ORDER_000960,1,PROD_2006,SELLER_840,2024-12-10 20:13:33.937704,199.23,7.75
ORDER_000960,2,PROD_3748,SELLER_120,2024-12-14 20:13:33.937704,286.0,36.45
ORDER_000960,3,PROD_7375,SELLER_415,2024-12-15 20:13:33.937704,352.92,48.13
ORDER_000961,1,PROD_9210,SELLER_386,2024-09-20 20:13:33.938271,27.77,47.88
ORDER_000962,1,PROD_1589,SELLER_298,2023-10-30 20:13:33.938271,59.9,37.8
ORDER_000963,1,PROD_5033,SELLER_969,2025-01-15 20:13:33.938832,450.15,48.69
ORDER_000963,2,PROD_3400,SELLER_282,2025-01-19 20:13:33.938832,389.39,29.56
ORDER_000964,1,PROD_7783,SELLER_585,2023-11-13 20:13:33.939432,163.16,39.28
ORDER_000964,2,PROD_4381,SELLER_498,2023-11-17 20:13:33.939432,324.59,25.77
ORDER_000964,3,PROD_1945,SELLER_788,2023-11-14 20:13:33.939432,114.33,23.41
ORDER_000965,1,PROD_6043,SELLER_357,2025-03-31 20:13:33.940482,208.35,17.78
ORDER_000965,2,PROD_9428,SELLER_575,2025-03-25 20:13:33.940482,444.15,14.41
ORDER_000965,3,PROD_3324,SELLER_356,2025-03-26 20:13:33.940482,266.69,28.15
ORDER_000966,1,PROD_3225,SELLER_642,2024-01-30 20:13:33.941226,378.26,15.73
ORDER_000966,2,PROD_3030,SELLER_641,2024-01-28 20:13:33.941226,310.86,20.96
ORDER_000966,3,PROD_6437,SELLER_174,2024-01-28 20:13:33.941226,285.31,8.48
ORDER_000967,1,PROD_6845,SELLER_762,2025-05-18 20:13:33.941940,387.68,34.85
ORDER_000967,2,PROD_8197,SELLER_540,2025-05-21 20:13:33.941940,282.93,28.67
ORDER_000967,3,PROD_4366,SELLER_648,2025-05-17 20:13:33.941940,372.67,16.45
ORDER_000968,1,PROD_1202,SELLER_546,2024-06-23 20:13:33.943768,21.3,48.62
ORDER_000968,2,PROD_9010,SELLER_277,2024-06-29 20:13:33.943768,200.64,38.82
ORDER_000968,3,PROD_5211,SELLER_958,2024-06-30 20:13:33.943768,96.84,18.16
ORDER_000969,1,PROD_9718,SELLER_874,2024-05-20 20:13:33.944332,49.31,21.27
ORDER_000969,2,PROD_7731,SELLER_129,2024-05-18 20:13:33.944332,377.2,24.62
ORDER_000970,1,PROD_1001,SELLER_493,2024-09-14 20:13:33.944332,362.16,29.62
ORDER_000970,2,PROD_9862,SELLER_439,2024-09-19 20:13:33.944332,238.64,14.0
ORDER_000970,3,PROD_2713,SELLER_820,2024-09-15 20:13:33.944332,304.77,38.89
ORDER_000971,1,PROD_2041,SELLER_719,2024-09-02 20:13:33.945535,288.03,29.46
ORDER_000971,2,PROD_6690,SELLER_798,2024-08-31 20:13:33.945535,352.27,11.53
ORDER_000972,1,PROD_9335,SELLER_968,2024-06-05 20:13:33.945911,142.16,37.99
ORDER_000973,1,PROD_7754,SELLER_777,2023-12-12 20:13:33.946463,16.86,37.96
ORDER_000973,2,PROD_7707,SELLER_364,2023-12-10 20:13:33.946463,135.78,25.0
ORDER_000974,1,PROD_5452,SELLER_739,2025-02-07 20:13:33.946463,230.64,25.75
ORDER_000974,2,PROD_5317,SELLER_909,2025-02-07 20:13:33.946463,287.08,15.17
ORDER_000975,1,PROD_2201,SELLER_627,2024-05-08 20:13:33.947165,185.99,26.6
ORDER_000975,2,PROD_5289,SELLER_426,2024-05-06 20:13:33.947165,35.95,31.78
ORDER_000976,1,PROD_7228,SELLER_807,2024-05-13 20:13:33.947165,173.21,31.24
ORDER_000977,1,PROD_7614,SELLER_597,2024-05-08 20:13:33.947165,490.42,36.68
ORDER_000977,2,PROD_6820,SELLER_289,2024-05-09 20:13:33.947165,389.61,35.23
ORDER_000977,3,PROD_3823,SELLER_653,2024-05-09 20:13:33.947165,64.11,26.22
ORDER_000978,1,PROD_5681,SELLER_963,2025-04-23 20:13:33.947165,182.21,34.01
ORDER_000978,2,PROD_7582,SELLER_649,2025-04-23 20:13:33.947165,488.14,21.7
ORDER_000978,3,PROD_4142,SELLER_650,2025-04-22 20:13:33.947165,356.51,8.16
ORDER_000979,1,PROD_2744,SELLER_219,2024-05-30 20:13:33.947165,376.12,48.08
ORDER_000979,2,PROD_7031,SELLER_819,2024-06-01 20:13:33.947165,81.97,15.34
ORDER_000980,1,PROD_3200,SELLER_195,2024-05-10 20:13:33.947165,58.45,19.33
ORDER_000981,1,PROD_4214,SELLER_681,2025-05-08 20:13:33.948691,216.71,5.86
ORDER_000981,2,PROD_6834,SELLER_796,2025-05-03 20:13:33.948691,163.16,44.85
ORDER_000981,3,PROD_8731,SELLER_448,2025-05-05 20:13:33.948691,186.41,45.03
ORDER_000982,1,PROD_3319,SELLER_235,2024-12-09 20:13:33.949110,466.49,46.83
ORDER_000983,1,PROD_8167,SELLER_116,2025-06-21 20:13:33.949110,244.93,47.05
ORDER_000983,2,PROD_2446,SELLER_945,2025-06-27 20:13:33.949110,461.16,8.45
ORDER_000984,1,PROD_9964,SELLER_846,2023-11-05 20:13:33.949110,46.88,29.53
ORDER_000984,2,PROD_6203,SELLER_389,2023-11-09 20:13:33.949110,77.98,22.7
ORDER_000985,1,PROD_3728,SELLER_671,2025-02-25 20:13:33.949110,443.12,27.89
ORDER_000985,2,PROD_7936,SELLER_843,2025-03-03 20:13:33.949110,454.07,46.88
ORDER_000986,1,PROD_1208,SELLER_232,2024-05-13 20:13:33.950130,496.81,25.51
ORDER_000987,1,PROD_1975,SELLER_668,2025-04-11 20:13:33.950130,30.09,42.32
ORDER_000987,2,PROD_3734,SELLER_927,2025-04-15 20:13:33.950130,53.34,37.83
ORDER_000987,3,PROD_9323,SELLER_492,2025-04-07 20:13:33.950130,394.14,40.14
ORDER_000988,1,PROD_2785,SELLER_198,2024-03-25 20:13:33.950130,57.82,37.76
ORDER_000988,2,PROD_4460,SELLER_912,2024-03-29 20:13:33.950130,428.02,37.98
ORDER_000989,1,PROD_6704,SELLER_360,2025-07-04 20:13:33.950130,132.82,43.62
ORDER_000989,2,PROD_3063,SELLER_761,2025-07-01 20:13:33.950130,356.87,13.22
ORDER_000990,1,PROD_2355,SELLER_988,2025-05-17 20:13:33.951649,258.45,5.84
ORDER_000991,1,PROD_2839,SELLER_885,2024-12-26 20:13:33.951649,126.03,14.95
ORDER_000992,1,PROD_7981,SELLER_704,2023-09-13 20:13:33.951649,320.7,44.33
ORDER_000992,2,PROD_7546,SELLER_485,2023-09-06 20:13:33.951649,260.03,10.86
ORDER_000993,1,PROD_1088,SELLER_739,2024-03-11 20:13:33.951649,428.79,8.53
ORDER_000993,2,PROD_7029,SELLER_521,2024-03-11 20:13:33.951649,126.27,30.77
ORDER_000994,1,PROD_4764,SELLER_311,2023-09-17 20:13:33.952669,429.86,13.0
ORDER_000994,2,PROD_1895,SELLER_252,2023-09-17 20:13:33.952669,84.33,39.29
ORDER_000995,1,PROD_8196,SELLER_358,2024-11-05 20:13:33.952669,51.84,33.19
ORDER_000995,2,PROD_9046,SELLER_821,2024-11-08 20:13:33.952669,133.89,20.8
ORDER_000996,1,PROD_8127,SELLER_331,2024-07-26 20:13:33.953518,499.37,47.89
ORDER_000996,2,PROD_5354,SELLER_203,2024-07-22 20:13:33.953518,196.72,39.86
ORDER_000997,1,PROD_7210,SELLER_744,2024-04-01 20:13:33.953518,151.63,20.81
ORDER_000997,2,PROD_7705,SELLER_778,2024-03-28 20:13:33.953518,129.03,32.4
ORDER_000998,1,PROD_8746,SELLER_573,2025-02-19 20:13:33.954387,245.28,31.95
